Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Максимальная загрузка
https://cdn.entero.ru/mp@2x/36/82/3682c155d17160baec48dfe254087e16.jpg,Контейнер для сыпучих продуктов EKSI EJW-S8 8 л,Контейнер для сыпучих продуктов EKSI EJW-S8 8 л,3196,RUB,Да,EKSI,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/347347,"<p>Контейнер EKSI EJW-S8 предназначен для хранения и транспортировки различных сыпучих продуктов на предприятиях общественного питания и торговли. Модель оснащена колесами для передвижение. Корпус выполнен из полипропилена, крышка - из поликарбоната.</p>

<p>В комплект поставки входит совок.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем совка: 0,94 л</li>
<li>Цвет: белый</li>
</ul>",347347,,,,,,,0,,,,Китай,Китай,8 л,
https://cdn.entero.ru/mp@2x/7b/0b/7b0b8c988c3d83ed3b7511f50fe1b5c6.jpg,Контейнер для сыпучих продуктов NORMA 24 л IB,Контейнер для сыпучих продуктов NORMA 24 л IB,9684,RUB,Да,NORMA,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/346522,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346522"">NORMA 24 л IB</a></b> предназначен для хранения и транспортировки различных сыпучих продуктов на предприятиях общественного питания и торговли. Модель оснащена прозрачной крышкой с откидным механизмом. Изделие выполнено из пластика.</p>",346522,593 мм,296 мм,435 мм,,,,0,https://entero.ru/manuals/481036/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,3.4 кг,,Китай,24 л,
https://cdn.entero.ru/mp@2x/31/8f/318fbf7aa0b2a3de9f8c2a4dd9e671a3.jpg,Контейнер для сыпучих продуктов VIATTO JW-S102,4660114845988,21374,RUB,Да,VIATTO,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/222089,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222089"">VIATTO JW-S102</a> </b>предназначен для хранения различных сыпучих продуктов на предприятиях общественного питания и торговли. Модель оснащена прозрачной откидной крышкой и 4 колесами для удобства транспортировки. Изделие выполнено из ударопрочного пластика.</p>",222089,410 мм,750 мм,745 мм,13.95 кг,1,420x760x750 мм,26,https://entero.ru/manuals/463116/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,12.08 кг,Китай,Китай,102 л,
https://cdn.entero.ru/mp@2x/3a/62/3a628f7be6a827579e0ddda790f42289.jpg,"Контейнер для сыпучих продуктов Tribeca 102 л 420х720х710 мм (упрочненный полипропилен, на колесах, белый)","Контейнер для сыпучих продуктов Tribeca 102 л 420х720х710 мм (упрочненный полипропилен, на колесах, белый)",15853,RUB,Нет,,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/330494,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330494""><b class=""b"">Tribeca GPUS-102 </b></a>предназначен для гигиеничного хранения и транспортировки муки, сахара, круп и других сыпучих продуктов на предприятиях общественного питания и торговли. Модель оснащена 2 крышками и 4 колесами, включая 2 поворотных. Емкость выполнена из прочного полипропилена белого цвета методом литья под высоким давлением, крышки – из АБС-пластика.</p>

<p><span style=""color:#FF0000;"">Цена указана за 1 шт.</span></p>

<p><b>Особенности:</b> </p>

<ul>
<li>Прозрачные крышки для визуального контроля уровня заполнения без необходимости открывания</li>
<li>Легкость очистки и дезинфекции благодаря гладкой поверхности и закругленным углам</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды: от -5 до 60 °С</li>
<li>Габариты колес: 80х32 мм</li>
</ul>",330494,420 мм,720 мм,710 мм,,,,0,https://entero.ru/manuals/392019/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,18.75 кг,Турция,Турция,102 л,
https://cdn.entero.ru/mp@2x/f4/b7/f4b7774b6dc0e090ef9be7d9cf82813e.jpg,Контейнер для сыпучих продуктов JIWINS JW-S102,99577,0,RUB,Нет,,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/39470,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39470"">JIWINS JW-S102</a></b> предназначен для хранения и транспортировки сыпучих продуктов на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Изделие надежно защитит свое содержимое от солнечных лучей, попадания влаги и мусора. Корпус выполнен из ударопрочного полипропилена.</p>

<p>В комплект поставки входит совок.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прозрачная сдвигающаяся крышка для быстрой идентификации содержимого</li>
<li>Умещается под рабочие столы стандартной высоты</li>
</ul>",39470,394 мм,749 мм,711 мм,14 кг,1,420x760x750 мм,0,,,12 кг,Китай,Китай,102 л,
https://cdn.entero.ru/mp@2x/1e/2c/1e2c6e06a1cbd51f1b94560b8f3059b6.jpg;https://cdn.entero.ru/mp@2x/0d/b6/0db6d842fc114374f1e612498f19284a.jpg;https://cdn.entero.ru/mp@2x/4c/8e/4c8eab677c8fa35a84fdf067178bc784.jpg;https://cdn.entero.ru/mp@2x/58/6d/586d0e375256c09a4fbf3c376f316098.jpg;https://cdn.entero.ru/mp@2x/db/6c/db6cc06f7d7c409fb543300580c4e98f.jpg;https://cdn.entero.ru/mp@2x/0e/e1/0ee1a8c49b85f10d9277e9cdf506bf1c.jpg;https://cdn.entero.ru/mp@2x/62/af/62af4d03656add5d7b4098a6dd49d388.jpg;https://cdn.entero.ru/mp@2x/c4/24/c4241b12ed2b1e635fd079e1d12f6b2a.jpg;https://cdn.entero.ru/mp@2x/80/05/8005126577f96141604b97bd1efb2a60.jpg;https://cdn.entero.ru/mp@2x/83/e9/83e9349fe7ed4e29a993eccc2509cc28.jpg;https://cdn.entero.ru/mp@2x/36/a6/36a6fddcdc07d77118d754c996bea7a8.jpg,Контейнер для сыпучих продуктов Cambro IBS20 148 белый,IBS20-148 / 92971,31594,RUB,Нет,Cambro,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/39412,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39412""><b class=""b"">Cambro IBS20 148</b></a> предназначен для хранения и транспортировки сыпучих продуктов на предприятиях общественного питания, торговли и в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Изделие надежно защитит свое содержимое от солнечных лучей, попадания влаги и мусора. Модель выполнена из материала, утвержденного федеральным управлением США по контролю пищевых продуктов и медикаментов, и не требует использования прокладок.</p>

<p>В комплект поставки входит S-образный крюк для подвешивания совка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прозрачная выдвижная крышка обеспечивает оптимальный обзор содержимого</li>
<li>Легко входит под рабочие столы стандартной высоты</li>
<li>4 устойчивых колеса, 2 из которых поворотные</li>
<li>Гладкие внутренняя и наружная поверхности легко моются</li>
<li>Включен в список NSF</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 0,081 м<sup>3</sup></li>
<li>Макс. загрузка муки: 63 кг</li>
<li>Макс. загрузка сахара: 77 кг</li>
<li>Диаметр колес: 76 мм</li>
<li>Цвет: белый</li>
</ul>",39412,330 мм,750 мм,710 мм,,,,0,https://entero.ru/manuals/92564/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf;https://entero.ru/manuals/92501/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%85%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BF%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D1%85%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82%D0%BE%D0%B2%20Cambro.pdf;https://entero.ru/manuals/510686/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,33972,12.5 кг,,США,81 л,77 кг
https://cdn.entero.ru/mp@2x/a2/07/a207698ad26ee60a165656586275d3be.jpg,Контейнер для сыпучих продуктов EKSI EJW-S102 102 л,Контейнер для сыпучих продуктов EKSI EJW-S102 102 л,19771,RUB,Нет,EKSI,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/347349,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347349""><b class=""b"">EKSI EJW-S102</b></a> предназначен для хранения и транспортировки различных сыпучих продуктов на предприятиях общественного питания и торговли. Модель оснащена колесами для передвижение. Корпус выполнен из полипропилена, крышка - из поликарбоната.</p>

<p>В комплект поставки входит совок.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем совка: 0,94 л</li>
<li>Цвет: белый</li>
</ul>",347349,410 мм,750 мм,745 мм,14 кг,1,420x760x750 мм,0,,,12 кг,Китай,Китай,102 л,
https://cdn.entero.ru/mp@2x/14/cb/14cb7ac7613c97f1dc1b19624818d0ba.jpg;https://cdn.entero.ru/mp@2x/e8/d6/e8d6154b69f560b3df21a65a5facb590.jpg;https://cdn.entero.ru/mp@2x/a4/99/a499d86b7ba895821c4390710e1960d2.jpg;https://cdn.entero.ru/mp@2x/eb/9c/eb9cd02cf94bb052dba1ff9e2b83a22c.jpg;https://cdn.entero.ru/mp@2x/ae/e4/aee47c2cddfc52297e4fc7082a1e79df.jpg;https://cdn.entero.ru/mp@2x/7c/d0/7cd07af90bee7dcd8b5a11ea644c5940.jpg;https://cdn.entero.ru/mp@2x/f0/1b/f01b00d673c671a9f228cfb2b3e916e1.jpg;https://cdn.entero.ru/mp@2x/f7/05/f7057029c60e9297d08e2f1fe35f232d.jpg;https://cdn.entero.ru/mp@2x/9e/59/9e59da00685fd90842f9b0763cddf6ad.jpg;https://cdn.entero.ru/mp@2x/11/cc/11cc8104843de32083d0e598811e4111.jpg;https://cdn.entero.ru/mp@2x/0a/3c/0a3cb6cb820a85fe68e2fb6d6f60f808.jpg,Контейнер для сыпучих продуктов Cambro IB44 148 белый,IB44-148,39999,RUB,Нет,Cambro,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/39411,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39411""><b class=""b"">Cambro IB44 148</b></a> предназначен для хранения и транспортировки сыпучих продуктов на предприятиях общественного питания, торговли и в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Модель выполнена из материала, утвержденного федеральным управлением США по контролю пищевых продуктов и медикаментов, и не требует использования прокладок.</p>

<p>В комплект поставки входит S-образный крюк для подвешивания совка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прозрачная выдвижная крышка обеспечивает оптимальный обзор содержимого</li>
<li>Легко входит под рабочие столы стандартной высоты</li>
<li>4 устойчивых колеса, 2 из которых поворотные</li>
<li>Гладкие внутренняя и наружная поверхности легко моются</li>
<li>Включен в список NSF</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 0,16 м<sup>3</sup></li>
<li>Макс. загрузка муки: 104 кг</li>
<li>Макс. загрузка сахара: 145 кг</li>
<li>Диаметр колес: 76 мм</li>
<li>Цвет: белый</li>
</ul>",39411,470 мм,750 мм,740 мм,,,,0,https://entero.ru/manuals/92995/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf;https://entero.ru/manuals/92996/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%85%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BF%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D1%85%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82%D0%BE%D0%B2%20Cambro.pdf;https://entero.ru/manuals/510688/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,41666,13.3 кг,,США,161 л,145 кг
https://cdn.entero.ru/mp@2x/72/9f/729f13883150bd33e592399605922901.jpg,Контейнер для сыпучих продуктов Gastrolux КП-085,колеса d=75 мм 800х500х700,27632,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/110201,"<p>Контейнер для продуктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110201"">Gastrolux КП-085</a></b> передвижной предназначен для длительного и безопасного хранения, а также передвижения круп, специй, макарон и прочих сыпучих продуктов на предприятиях общественного питания. Сварной каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передвижной</li>
<li>Колеса поворотные</li>
<li>Колеса с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Количество колес с тормозом: 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/110205"">Крышка для контейнера 800х500 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110201,800 мм,500 мм,700 мм,,,,0,https://entero.ru/manuals/490884/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,17.6 кг,Россия,,200 л,
https://cdn.entero.ru/mp@2x/46/df/46dfa27889025cb78a726b20cadbd79a.jpg,Контейнер для сыпучих продуктов Gastrolux КП-055,колеса d=75 мм 560х560х700,22354,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/110202,"<p>Контейнер для продуктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110202"">Gastrolux КП-055</a></b> передвижной предназначен для длительного и безопасного хранения, а также передвижения круп, специй, макарон и прочих сыпучих продуктов на предприятиях общественного питания. Сварной каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передвижной</li>
<li>Колеса поворотные</li>
<li>Колеса с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Количество колес с тормозом: 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/110206"">Крышка для контейнера 560х560 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110202,560 мм,560 мм,700 мм,,,,0,https://entero.ru/manuals/490883/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,23531,12.7 кг,Россия,,160 л,
https://cdn.entero.ru/mp@2x/3d/75/3d7560f372e6878b816863526db34a94.jpg,Контейнер для сыпучих продуктов Gastrolux КП-066,колеса d=75 мм 600х600х700,24246,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/110203,"<p>Контейнер для продуктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110203"">Gastrolux КП-066</a></b> передвижной предназначен для длительного и безопасного хранения, а также передвижения круп, специй, макарон и прочих сыпучих продуктов на предприятиях общественного питания. Сварной каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передвижной</li>
<li>Колеса поворотные</li>
<li>Колеса с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Количество колес с тормозом: 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/110207"">Крышка для контейнера 600х600 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110203,600 мм,600 мм,700 мм,,,,0,https://entero.ru/manuals/490882/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,15.5 кг,Россия,,180 л,
https://cdn.entero.ru/mp@2x/0e/59/0e59b63f907f47f08d271fd70d403793.jpg,Контейнер для сыпучих продуктов Blanco VB75,Контейнер для сыпучих продуктов Blanco VB75,107596,RUB,Нет,Blanco,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/42187,"<p style=""text-align: justify;"">Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/42187"">BLANCO VB75</a> </b>предназначен для хранения пищевых продуктов. Контейнер на колесах сделан из оцинкованной стали.</p>",42187,400 мм,640 мм,610 мм,,,,0,,114464,16 кг,Германия,,75 л,
https://cdn.entero.ru/mp@2x/68/75/68752bf17a0259c6626f727d79a3e8ec.jpg,Контейнер для сыпучих продуктов Gastrolux КП-084,колеса d=75 мм 800х400х700,26150,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/110200,"<p>Контейнер для продуктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110200"">Gastrolux КП-084</a></b> передвижной предназначен для длительного и безопасного хранения, а также передвижения круп, специй, макарон и прочих сыпучих продуктов на предприятиях общественного питания. Сварной каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передвижной</li>
<li>Колеса поворотные</li>
<li>Колеса с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Количество колес с тормозом: 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/110204"">Крышка для контейнера 800х400 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110200,800 мм,400 мм,700 мм,,,,0,https://entero.ru/manuals/490885/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,28424,16.8 кг,Россия,,160 л,
https://cdn.entero.ru/mp@2x/cd/1f/cd1f7cb5e977e51f051c7dbd2db54b9c.jpg,Контейнер для сыпучих продуктов Cambro IB36,IB36-148 / 95009,42239,RUB,Нет,Cambro,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/39410,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39410"">Cambro IB36</a></b> предназначен для хранения и транспортировки сыпучих продуктов на предприятиях общественного питания, торговли и в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Изделие надежно защитит свое содержимое от солнечных лучей, попадания влаги и мусора .</p>

<p>Прозрачная выдвижная крышка обеспечивает оптимальный обзор содержимого контейнера и легкий доступ к нему. Изделие оснащено 4 подвижными колесами, значительно облегчающими процесс его транспортировки. Контейнер выполнен из высококачественного пищевого пластика.</p>

<p>В комплект поставки входит S-образный крюк для подвешивания совка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. загрузка муки: 81,6 кг</li>
<li>Макс. загрузка сахара: 114,3 кг</li>
<li>Макс. загрузка риса: 93 кг</li>
<li>Диаметр колес: 76 мм</li>
</ul>",39410,387 мм,749 мм,737 мм,,,,0,https://entero.ru/manuals/510687/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,,США,129 л,114.3 кг
https://cdn.entero.ru/mp@2x/63/2f/632f81d228b42ac05118b1207637a24b.jpg,Контейнер для сыпучих продуктов EKSI EJW-CR76W 76 л,Контейнер для сыпучих продуктов EKSI EJW-CR76W 76 л,0,RUB,Нет,EKSI,Профоборудование,Нейтральное,Контейнеры для сыпучих продуктов,https://entero.ru/item/347348,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347348""><b class=""b"">EKSI EJW-CR76W</b></a> предназначен для хранения и транспортировки различных сыпучих продуктов на предприятиях общественного питания и торговли. Изделие выполнено из полипропилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка EJW-CRC2W</li>
<li>Тележка EJW-RCD</li>
</ul>",347348,492 мм,492 мм,584 мм,,,,0,,,,Китай,Китай,76 л,
