Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Вес (без упаковки),Страна-производитель,Тип монтажа,Раковина
https://cdn.entero.ru/mp@2x/21/ae/21aec4928dbaf708367be8d27b931392.jpg;https://cdn.entero.ru/mp@2x/20/f9/20f972234add29b5dce93855827fccd3.jpg;https://cdn.entero.ru/mp@2x/e8/73/e87361b059c1f911313cf9c3093f3ef2.jpg;https://cdn.entero.ru/mp@2x/08/e0/08e02d41a81a09592db771705a8520f0.jpg;https://cdn.entero.ru/mp@2x/0c/50/0c50b5e01af6f1c38af5bcf9d57e3640.jpg;https://cdn.entero.ru/mp@2x/ab/41/ab41dafab7d6c2b081ab64931df529f2.jpg,Унитаз антивандальный Oceanus 1-002(S) (нерж. сталь) S-выход,1-002(S),89990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349858,"<p>Напольный унитаз <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349858""><b class=""b"">Oceanus 1-002(S)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена закрытым нисходящим к основанию кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сиденье с откидной крышкой</li>
<li>Манжета</li>
<li>4 анкера М10Х60 А2 для крепления к полу</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Тип выхода: S (в пол)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
<li>Диаметр выхода: 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349858,620 мм,370 мм,400 мм,16.4 кг,1,670x420x510 мм,0,https://entero.ru/manuals/432012/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%201-002%28S%29.pdf;https://entero.ru/manuals/432014/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,14.3 кг,Россия,напольный,
https://cdn.entero.ru/mp@2x/4c/df/4cdfa5394c1c2bd495cdd92862faefb6.jpg;https://cdn.entero.ru/mp@2x/85/4d/854d5767f0db5e3f2053667c1cc82120.jpg;https://cdn.entero.ru/mp@2x/e5/1b/e51bd9100cf13cc04bf4ec215a14dd6a.jpg;https://cdn.entero.ru/mp@2x/0b/f2/0bf2c2d061103e4763b962763abe74d6.jpg;https://cdn.entero.ru/mp@2x/f6/09/f6098da9c19de7b60bd96209df56fce5.jpg;https://cdn.entero.ru/mp@2x/9c/50/9c507b54ca64c3e77ffde292e7c76506.jpg;https://cdn.entero.ru/mp@2x/d6/e6/d6e6529afb2292091a28097e4de9dc04.jpg,Унитаз антивандальный Oceanus 1-001(P) (нерж. сталь) P-выход,1-001(P),104499,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349852,"<p>Напольный унитаз-компакт <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349852""><b class=""b"">Oceanus 1-001(P)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена сливным бачком и закрытым нисходящим к основанию кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сиденье с откидной крышкой</li>
<li>Запорная арматура Oceanus</li>
<li>Гибкий шланг подачи воды</li>
<li>4 анкера М10Х60 А2 для крепления к полу</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Тип выхода: P (в стену)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
<li>Диаметр выхода: 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349852,620 мм,370 мм,680 мм,21.8 кг,1,810x420x510 мм,0,https://entero.ru/manuals/432005/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%201-001%28P%29.pdf;https://entero.ru/manuals/432007/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,19.4 кг,Россия,напольный,
https://cdn.entero.ru/mp@2x/c2/51/c251d79b0a356f55efd6c11e34b33065.jpg;https://cdn.entero.ru/mp@2x/83/1a/831a43054102011f51a07fe49026295f.jpg;https://cdn.entero.ru/mp@2x/2a/bc/2abc964e494325fc790247a0d731c619.jpg;https://cdn.entero.ru/mp@2x/71/ea/71ea538cc2d2c8b9610ea66aec235c32.jpg;https://cdn.entero.ru/mp@2x/bd/d0/bdd048bd7edc9c857f526168aa6223fb.jpg,Унитаз антивандальный Oceanus 1-011.1(S) (нерж. сталь) S-выход,1-011.1(S),115890,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349867,"<p>Напольный унитаз <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349867""><b class=""b"">Oceanus 1-011.1(S)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена закрытым нисходящим к основанию кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сиденье с откидной крышкой</li>
<li>4 анкера М10Х60 А2 для крепления к полу</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Тип выхода: S (в пол)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
<li>Диаметр выхода: 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349867,800 мм,370 мм,740 мм,20.8 кг,1,850x420x510 мм,0,https://entero.ru/manuals/432028/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%201-011.1%28S%29.pdf;https://entero.ru/manuals/432029/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,18 кг,Россия,напольный,
https://cdn.entero.ru/mp@2x/06/a9/06a9b8bf797619f79aa1e4d584303cb8.jpg;https://cdn.entero.ru/mp@2x/db/bf/dbbfac408d06654ac98f64a99c9095cb.jpg;https://cdn.entero.ru/mp@2x/40/35/40358a900d45922464aca22e71dd5148.jpg;https://cdn.entero.ru/mp@2x/db/a8/dba875a5fb0770d7c4eeec21499548aa.jpg;https://cdn.entero.ru/mp@2x/51/38/5138b9e24d64e0fb3291729d020001b4.jpg,Унитаз антивандальный Oceanus 1-010.1(P) (нерж. сталь) P-выход,1-010.1(P),157990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349864,"<p>Напольный унитаз-компакт <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349864""><b class=""b"">Oceanus 1-010.1(P)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена сливным бачком и закрытым нисходящим к основанию кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сиденье с откидной крышкой</li>
<li>Запорная арматура Oceanus</li>
<li>Гибкий шланг подачи воды</li>
<li>4 анкера М10Х60 А2 для крепления к полу</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Тип выхода: P (в стену)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
<li>Диаметр выхода: 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349864,800 мм,355 мм,815 мм,27.2 кг,1,990x420x570 мм,0,https://entero.ru/manuals/432024/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%201-010.1%28P%29.pdf;https://entero.ru/manuals/432026/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,24.4 кг,Россия,напольный,
https://cdn.entero.ru/mp@2x/57/99/5799b70e324a61faa193508734bcdb59.jpg;https://cdn.entero.ru/mp@2x/5e/e9/5ee929138529571af8d78bd092fa3a58.jpg;https://cdn.entero.ru/mp@2x/01/4a/014afbcde2f9e0fc4c6c906fb79e50ec.jpg;https://cdn.entero.ru/mp@2x/e5/3a/e53a7426a1314ea0e8f9675b7612fd74.jpg;https://cdn.entero.ru/mp@2x/a5/02/a5023301a922fca2026463cdd4d39cfd.jpg;https://cdn.entero.ru/mp@2x/20/05/2005a8d5d1352cfe34d4b687bbb8ec54.jpg,Унитаз антивандальный Oceanus 1-004.1(L) (нерж. сталь) левый,1-004.1(L),199990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349860,"<p>Напольный унитаз <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349860""><b class=""b"">Oceanus 1-004.1(L)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена раковиной круглого сечения с высоким задним бортом, скрытым сливным бачком и закрытым кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сиденье с откидной крышкой</li>
<li>Запорная арматура Oceanus</li>
<li>Гибкий шланг подачи воды</li>
<li>Встроенный сифон слив </li>
<li>4 анкера М10Х60 А2 для крепления к полу</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Расположение чаши унитаза относительно мойки: слева</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
<li>Диаметр раковины: 310 мм</li>
<li>Диаметр выхода: 100 мм</li>
<li>Диаметр слива: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349860,810 мм,590 мм,1050 мм,37.8 кг,1,850x620x1080 мм,0,https://entero.ru/manuals/432018/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%201-004.1%28L%29.pdf;https://entero.ru/manuals/432020/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,35 кг,Россия,напольный,Да
https://cdn.entero.ru/mp@2x/37/d4/37d4e1d78028a9910abb69fb67e5b4da.jpg;https://cdn.entero.ru/mp@2x/33/d1/33d1202f3c590e91438bb9962cb28833.jpg;https://cdn.entero.ru/mp@2x/09/80/09809ac0cc143fe3ba3b5e14285a90c0.jpg;https://cdn.entero.ru/mp@2x/51/6c/516c63388b553a63ecab00de9b6441d4.jpg;https://cdn.entero.ru/mp@2x/db/25/db257f1a0cd8bfea8b5b686788836f8a.jpg,Унитаз антивандальный Oceanus 1-004.1(R) (нерж. сталь) правый,1-004.1(R),199990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349861,"<p>Напольный унитаз <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349861""><b class=""b"">Oceanus 1-004.1(R)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена раковиной круглого сечения с высоким задним бортом, скрытым сливным бачком и закрытым кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сиденье с откидной крышкой</li>
<li>Запорная арматура Oceanus</li>
<li>Гибкий шланг подачи воды</li>
<li>Встроенный сифон слив </li>
<li>4 анкера М10Х60 А2 для крепления к полу</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Расположение чаши унитаза относительно мойки: справа</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
<li>Диаметр раковины: 310 мм</li>
<li>Диаметр выхода: 100 мм</li>
<li>Диаметр слива: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349861,810 мм,590 мм,1050 мм,37.8 кг,1,850x620x1080 мм,0,https://entero.ru/manuals/432019/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%201-004.1%28R%29.pdf;https://entero.ru/manuals/432021/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,35 кг,Россия,напольный,Да
https://cdn.entero.ru/mp@2x/27/4c/274ccf52995b1f9e7d348a7844261ca4.jpg,Унитаз антивандальный Oceanus 1-004.2(L) (нерж. сталь) левый,1-004.2(L),199990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349862,"<p>Напольный унитаз <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349862""><b class=""b"">Oceanus 1-004.2(L)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена раковиной круглого сечения с высоким задним бортом, скрытым сливным бачком и закрытым кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p>В комплект поставки входит сиденье.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Расположение чаши унитаза относительно мойки: слева</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349862,810 мм,590 мм,1050 мм,37.8 кг,1,850x620x1080 мм,0,https://entero.ru/manuals/432022/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,35 кг,Россия,напольный,Да
https://cdn.entero.ru/mp@2x/f6/ee/f6eea78ad506f1d452bc5541dfcc663e.jpg,Унитаз антивандальный Oceanus 1-004.2(R) (нерж. сталь) правый,1-004.2(R),199990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349863,"<p>Напольный унитаз <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349863""><b class=""b"">Oceanus 1-004.2(R)</b></a> используется в санитарных узлах предприятий общественного питания и торговли, вокзалов, автозаправок и других мест массового пользования. Модель оснащена раковиной круглого сечения с высоким задним бортом, скрытым сливным бачком и закрытым кожухом с боковыми отверстиями со съемными панелями для удобства технического обслуживания. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью, сиденье – из белого пластика.</p>

<p>В комплект поставки входит сиденье.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Расположение чаши унитаза относительно мойки: справа</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1,2 / 2 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сиденье <a href=""https://entero.ru/item/349872"">15-006.1</a> (нерж. сталь)</li>
<li>Сиденье детское <a href=""https://entero.ru/item/349873"">15-008.1</a> (пластик)</li>
</ul>",349863,810 мм,590 мм,1050 мм,37.8 кг,1,850x620x1080 мм,0,https://entero.ru/manuals/432023/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,35 кг,Россия,напольный,Да
https://cdn.entero.ru/mp@2x/57/e4/57e447c4880146762d34aa3dc112902a.jpg;https://cdn.entero.ru/mp@2x/30/a9/30a9de0f549bdf7e53b6d5cb70a05dcb.jpg,Сиденье для унитаза Oceanus 15-008.1 (пластик) детское,Сиденье для унитаза Oceanus 15-008.1 (пластик) детское,5990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349873,"<p>Сиденье <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349873""><b class=""b"">Oceanus 15-008.1</b></a> используется совместно с антивандальными унитазами в санитарных узлах предприятияй общественного питания и торговли, гостиниц, автозаправок и других мест массового пользования. Модель оснащена откидными крышкой и дополнительной секцией с отверстием малых габаритов для удобства и безопасности эксплуатации прибора детьми. Изделие выполнено из пластика с глянцевой поверхностью.</p>",349873,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/84/40/84402bda9317af0513cbf44302c2ca81.jpg,Сиденье для унитаза Oceanus 15-006.1 (нерж. сталь),Сиденье для унитаза Oceanus 15-006.1 (нерж. сталь),26990,RUB,Нет,Профоборудование,Нейтральное,Унитазы антивандальные,https://entero.ru/item/349872,"<p>Сиденье <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349872""><b class=""b"">Oceanus 15-006.1</b></a> используется совместно с антивандальными унитазами в санитарных узлах предприятияй общественного питания и торговли, гостиниц, автозаправок и других мест массового пользования. Модель оснащена откидной крышкой. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью.</p>

<p>В комплект поставки входят монтажные крепления.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 2,6 кг</li>
<li>Толщина стали: 1,2 мм</li>
<li>Габариты: 433х350х43 мм</li>
</ul>",349872,,,,,,,0,https://entero.ru/manuals/432040/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%2015-006.1.pdf,,,,
