Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Остаток,Файлы,Старая цена,Видео,Родина бренда,Производительность,Цвет корпуса,Тип охлаждения,Высота емкости,Вместимость ёмкости,Максимальное количество ингредиентов,Время приготовления,Время охлаждения ёмкости,Скорость вращения двигателя,Материал внутренней части ёмкости,Цвет крышки
https://cdn.entero.ru/mp@2x/8b/52/8b52f7ff7ce562f84d8828e77428e53c.jpg;https://cdn.entero.ru/mp@2x/b2/74/b27443380c46f990cf854c5f7fbd8366.jpg;https://cdn.entero.ru/mp@2x/8b/ef/8befe4b5416ef208cb041cb7d2318451.jpg;https://cdn.entero.ru/mp@2x/2f/d8/2fd80f0f447e24519f9d5ce7f6a63ed2.jpg,Мороженица Steba IC 20,Мороженица Steba IC 20,5144,RUB,Да,,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/168765,"<p>Мороженица <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168765"">Steba IC 20</a></b> используется в квартирах и частных домах для приготовления мороженого. Модель оснащена съемной чашей с двойными стенками, прозрачной крышкой и нескользящими ножками. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 30 мин.</li>
<li>Отверстие в крышке для добавления продуктов</li>
<li>Конструкция полностью разборная</li>
<li>Легко очищается</li>
<li>Детали можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Время охлаждения чаши: 12 ч</li>
<li>Вместимость чаши: 20 шариков</li>
<li>Мощность: 0,0095 кВт</li>
<li>Напряжение: 230 В</li>
<li>Габариты: 200х200х240 мм</li>
</ul>",168765,,,,2.9 кг,Китай,0,https://entero.ru/manuals/194740/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20IC%2020.pdf,6768,,Германия,,белый,накопительный,,1.5 л,,30-40 мин.,,,,прозрачный
https://cdn.entero.ru/mp@2x/a6/3d/a63d9214808088948b145028f9b37fdc.jpg;https://cdn.entero.ru/mp@2x/81/02/81020f27b35a6d7b6e4630934c5b9433.jpg;https://cdn.entero.ru/mp@2x/03/89/03892cc1fd56989b236eecbb14fac6f8.jpg;https://cdn.entero.ru/mp@2x/4b/f0/4bf00f88b4c7f23c4d663a58fd777419.jpg,Мороженица Clatronic ICM 3764,Мороженица Clatronic ICM 3764,5990,RUB,Да,,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/226490,"<p>Мороженица <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226490""><b class=""b"">Clatronic ICM 3764</b></a> используется в частных домах и квартирах для приготовления мороженого, сорбета, замороженного йогурта и других холодных десертов. Модель оснащена прорезиненными ножками и прозрачной крышкой с отвертием для добавления ингредиентов. Корпус и крышка выполнены из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двухстенный льдогенератор</li>
<li>Съемный перемешивающий элемент и корпус двигателя для легкой очистки</li>
<li>Класс защиты: II</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Частота: 50 Гц</li>
<li>Мощность: 0,012 кВт</li>
<li>Габариты чаши для замораживания: 138х200 мм</li>
<li>Цвет:
<ul>
<li>Крышка: прозрачный</li>
<li>Корпус: белый</li>
</ul>
</li>
</ul>",226490,,,,2.3 кг,Китай,0,https://entero.ru/manuals/272918/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20ICM%203764.pdf,7131,,Германия,,белый,накопительный,,1.5 л,,20-40 мин.,12-18 ч,,,прозрачный
https://cdn.entero.ru/mp@2x/1b/5a/1b5a434b844701a3a4e6f4cbde1ca2dc.jpg;https://cdn.entero.ru/mp@2x/bd/60/bd60efe85e5400b236047a7642ed358a.jpg;https://cdn.entero.ru/mp@2x/3c/af/3cafa6d611bae275590b79ba279e685c.jpg;https://cdn.entero.ru/mp@2x/69/40/6940497e31083a71b93303595c1c3ba3.jpg;https://cdn.entero.ru/mp@2x/2c/73/2c73ea4516365caf3322edd05bd71d75.jpg;https://cdn.entero.ru/mp@2x/90/65/9065e0b80acabeba3937a0a0f0d54015.jpg;https://cdn.entero.ru/mp@2x/1f/96/1f96cd95f2903415eac3206bbeb5b8ec.jpg;https://cdn.entero.ru/mp@2x/69/b6/69b60b798270d03f5a5c741ef0743c21.jpg;https://cdn.entero.ru/mp@2x/dd/e5/dde59cda17c0d168d24e34a4eed306ad.jpg,Мороженица Steba IC 30,Мороженица Steba IC 30,6382,RUB,Да,,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/168772,"<p>Мороженица <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168772"">Steba IC 30</a></b> используется в квартирах и частных домах для приготовления мороженого или сорбета. Модель оснащена ЖК-дисплеем, съемной чашей с двойными стенками, прозрачной крышкой и нескользящими ножками. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит ложка для мороженого и крышка для хранения.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер от 20 до 40 мин.</li>
<li>Отверстие в крышке для добавления продуктов</li>
<li>Конструкция полностью разборная</li>
<li>Легко очищается</li>
<li>Детали можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Время охлаждения чаши: 12 ч</li>
<li>Вместимость чаши: 20 шариков</li>
<li>Мощность: 0,0095 кВт</li>
<li>Напряжение: 230 В</li>
<li>Габариты: 200х200х240 мм</li>
</ul>",168772,,,,2.9 кг,Китай,0,https://entero.ru/manuals/194745/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20IC%2030%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,Германия,,"нерж. сталь, черный",накопительный,,1.5 л,,,,,,прозрачный
https://cdn.entero.ru/mp@2x/fe/03/fe030503ae661f68d42e365ca84304fd.jpg;https://cdn.entero.ru/mp@2x/48/b0/48b0335300ad0e65a8b555e6c034a27a.jpg;https://cdn.entero.ru/mp@2x/8b/6b/8b6baa0dbb0cc99a332f0bcbd4d03461.jpg;https://cdn.entero.ru/mp@2x/1e/ed/1eed06d549c8d1960316db50ac891b0a.jpg;https://cdn.entero.ru/mp@2x/5d/ff/5dff11b9b00a56db33f9c5a019236b6b.jpg;https://cdn.entero.ru/mp@2x/a9/39/a93938f6dd60010512475dc46641ec41.jpg;https://cdn.entero.ru/mp@2x/db/66/db66ac0e1631cf589ddee5c25799431b.jpg;https://cdn.entero.ru/mp@2x/22/51/2251b1714869488a41c8b5b16f677b27.jpg,Мороженица Nemox Dolce Vita 1.5 белая,DOLCE VITA 1.5 White 0034500280,11950,RUB,Да,Nemox,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/67084,"<p>Мороженица <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67084""><b class=""b"">Nemox Dolce Vita</b></a> используется в частных домах и квартирах для приготовления мороженого, сорбета, гранита и других холодных десертов, а также для использования в качестве ведерка для льда или охладителя бутылок с напитками. Модель оснащена асинхронным двигателем. Корпус выполнен из ABS-пластика, лопасти - из пластика, емкость - из полированной нержавеющей стали 18/10.</p>

<p>В комплект поставки входит лопатка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальная температура заморозки емкости: -18 °C</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,015 кВт</li>
<li>Габариты: 195x195x260 мм</li>
<li>Габариты в упаковке: 460x460x370 см</li>
<li>Вес с упаковкой: 5,2 кг</li>
</ul>",67084,,,,3.2 кг,,0,https://entero.ru/manuals/36521/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nemox%20Dolce%20Vita.pdf;https://entero.ru/manuals/122798/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Nemox%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,12849,,,,белый,накопительный,18 см,1.5 л,900 г,20-30 мин.,12-18 ч,25 об/мин.,нержавеющая сталь,прозрачный
https://cdn.entero.ru/mp@2x/97/04/970472bbdf4603963af92418228767df.jpg;https://cdn.entero.ru/mp@2x/66/c1/66c10154462f46f86d5c84e37ba88ddc.jpg;https://cdn.entero.ru/mp@2x/a0/e2/a0e26c84053480cc8b960374e38683d3.jpg;https://cdn.entero.ru/mp@2x/b8/34/b8341ac3a13507ee62cb43b51c49c98b.jpg;https://cdn.entero.ru/mp@2x/01/f2/01f29ed68f8ed715ee700dda63c3d05d.jpg,Мороженица Clatronic ICM 3799 weiss,Мороженица Clatronic ICM 3799 weiss,33999,RUB,Да,,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/338936,"<p>Мороженица <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338936""><b class=""b"">Clatronic ICM 3799 weiss</b></a> используется в квартирах, частных домах, кафе и ресторанах для приготовления мороженого, йогурта и сорбета. Модель оснащена профессиональным компрессором и ЖК-дисплеем. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят ложка и мерный стаканчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 программы:
<ul>
<li>Приготовление льда</li>
<li>Только перемешивание</li>
<li>Только охлаждение</li>
<li>Приготовление йогурта</li>
</ul>
</li>
<li>Электронная система управления</li>
<li>Автоматическое охлаждение</li>
<li>Таймер</li>
<li>Прозрачная крышка</li>
<li>Предлагаемые рецепты</li>
<li>Съемные чаша и корпус двигателя для легкой чистки</li>
<li>Прорезиненные ножки</li>
<li>Хладагент: R600a</li>
<li>Класс защиты: I</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Потребляемая мощность:
<ul>
<li>Охлаждение: 0,1 кВт</li>
<li>Обогрев: 0,023 кВт</li>
</ul>
</li>
<li>Размер чаши: Ø120х120 мм</li>
<li>Максимальный объем наполнения:
<ul>
<li>Приготовление мороженого: 0,55 л</li>
<li>Приготовление йогурта: 0,9 л</li>
</ul>
</li>
<li>Вес хладагента: 18 г</li>
</ul>",338936,,,,7 кг,Китай,0,https://entero.ru/manuals/401733/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20ICM%203799.pdf,,,Германия,,белый,компрессорный,11 см,1 л,,20-25 мин.,,,,прозрачный
https://cdn.entero.ru/mp@2x/3a/12/3a127b5ddd9efa23bc118e1e762e6a9a.jpg;https://cdn.entero.ru/mp@2x/f3/20/f320d980c9e49b9c98d8e527b51847aa.jpg;https://cdn.entero.ru/mp@2x/e5/0b/e50bb4d8e3396c6d149dfb115d2ff444.jpg;https://cdn.entero.ru/mp@2x/db/f4/dbf4d8aa52eab3d427c2b8f3233483d7.jpg;https://cdn.entero.ru/mp@2x/80/88/80885a20f1c23adc9031423122db9d65.jpg;https://cdn.entero.ru/mp@2x/eb/3f/eb3fcb07ac95db0f879932bed9a4764d.jpg;https://cdn.entero.ru/mp@2x/13/c9/13c9eef6ecd53c3c7a64713338e496ee.jpg,Мороженица Clatronic ICM 3784 weiss,Мороженица Clatronic ICM 3784 weiss,35990,RUB,Да,,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/338937,"<p>Мороженица <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338937""><b class=""b"">Clatronic ICM 3784 weiss</b></a> используется в квартирах, частных домах, кафе и ресторанах для приготовления мороженого, йогурта и сорбета. Модель оснащена профессиональным компрессором и светодиодным дисплеем. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит ложка для мороженого.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 программы:
<ul>
<li>Приготовление мороженого</li>
<li>Только перемешивание</li>
<li>Только охлаждение</li>
</ul>
</li>
<li>Сенсорная панель управления</li>
<li>Автоматическое охлаждение</li>
<li>Таймер от 5 до 120 мин.</li>
<li>Прозрачная крышка с отверстием для пополнения</li>
<li>Мощный и плавный двигатель постоянного тока</li>
<li>Съемные чаша и венчик для легкой очистки</li>
<li>Прорезиненные ножки</li>
<li>Хладагент: R600a</li>
<li>Класс защиты: I</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Мощность: 0,11 кВт</li>
<li>Размер чаши: Ø130х130 мм</li>
<li>Максимальный объем наполнения для приготовления мороженого: 0,75 л</li>
<li>Вес хладагента: 13 г</li>
</ul>",338937,,,,7.15 кг,Китай,0,https://entero.ru/manuals/401735/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20ICM%203784.pdf,,,Германия,,белый,компрессорный,10 см,1.2 л,,20-25 мин.,,,,прозрачный
https://cdn.entero.ru/mp@2x/35/c1/35c1c8f9d575ab62fe864567110fc15b.jpg;https://cdn.entero.ru/mp@2x/fb/ef/fbeff9491b5a264d79d34c007722f37e.jpg;https://cdn.entero.ru/mp@2x/a2/49/a24976da64b501d86216d5c0d75ddf86.jpg;https://cdn.entero.ru/mp@2x/c2/bc/c2bc4571e8da801177ac2c5d4c0b93d4.jpg;https://cdn.entero.ru/mp@2x/3b/58/3b581f6bb2d722bdd997960f7f733209.jpg;https://cdn.entero.ru/mp@2x/9b/1b/9b1b1e110b7cb7de91dca7baad5ee0bd.jpg;https://cdn.entero.ru/mp@2x/5b/d2/5bd25df5b1b2774d43c3f6a2a82e8386.jpg;https://cdn.entero.ru/mp@2x/cd/68/cd685eab56ec58153c980b369bb3e1da.jpg;https://cdn.entero.ru/mp@2x/0f/aa/0faacdf737971cc4f36bf5c4755532cf.jpg;https://cdn.entero.ru/mp@2x/ac/74/ac74347c1a4e987de8c5b7ee8c029d3f.jpg,Мороженица CASO IceCreamer,Мороженица CASO IceCreamer,45113,RUB,Да,CASO,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/148677,"<p>Мороженица <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148677"">CASO IceCreamer</a></b> используется в квартирах и частных домах для приготовления мороженого, сорбета и натурального йогурта. Модель оснащена панелью управления со светодиодным дисплеем и съемным контейнером для мороженого. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят ложка для мороженого и мерный стакан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый старт без предварительного охлаждения</li>
<li>4 автоматические программы:
<ul>
<li>мороженое</li>
<li>охлаждение</li>
<li>смешивание</li>
<li>йогурт</li>
</ul>
</li>
<li>Функция доохлаждения до 60 минут</li>
<li>Заправочная крышка для добавления ингридиентов</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Мощность: 0,18 кВт</li>
<li>Напряжение: 220 В</li>
<li>Габариты: 430х280х285 мм</li>
<li>Вес: 11,8 кг</li>
</ul>",148677,,,,11.8 кг,Китай,0,https://entero.ru/manuals/176027/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20IceCreamer%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,47487,,Германия,,нерж. сталь,компрессорный,,2 л,,,,,,прозрачный
https://cdn.entero.ru/mp@2x/2d/b1/2db19ba27497e74fca72e0aba34fdd1d.jpg;https://cdn.entero.ru/mp@2x/83/b6/83b676b31f90fbbd7a05aadf4ef6de80.jpg;https://cdn.entero.ru/mp@2x/59/6b/596b72fe80b94a702ba4d12f622c345a.jpg;https://cdn.entero.ru/mp@2x/9f/07/9f0779754f4e3dfd10b7c2f579e6b623.jpg,Фризер для мороженого Nemox i-Green Gelato Talent,003A500450 / TALENT Gelato & Sorbet i-Green,48000,RUB,Да,Nemox,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/180947,"<p>Фризер для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/180947"">Nemox i-Green Gelato Talent</a></b> используется в частных домах и квартирах для приготовления мороженого, сорбета, замороженного йогурта и других холодных десертов. Модель оснащена асинхронным двигателем, фиксированной и съемной емкостями, лопастью для перемешивания, автоматически меняющей скорость вращения в зависимости от плотности ингредиентов. Корпус выполнен из ABS-пластика, не содержащего бисфенол А, фиксированная емкость - из нержавеющей стали, съемная емкость - из алюминия, лопасть - из пластика.</p>

<p>В комплект поставки входит лопатка, мерный стаканчик и сборник рецептов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология ICEGREEN для защиты окружающей среды:
<ul>
<li>Хладагент R290 - природный, экологичный, эффективный газ</li>
<li>Снижение воздействия на выбросы на 99,95%</li>
<li>Использование меньшего количества газа с более низким давлением</li>
<li>Снижение потребления электроэнергии</li>
<li>Использование материалов, подлежащих вторичной переработке и имеющих низкий уровень воздействия на окружающую среду</li>
</ul>
</li>
<li>Воздушное охлаждение</li>
<li>Двигатель с крышкой фиксируется на корпусе машины, предотвращая его непреднамеренное отключение</li>
<li>Лопасть изменяет направление вращения когда мороженое готово</li>
<li>Конструкция емкости обеспечивает простую выгрузку готового мороженого и легкую очистку</li>
<li>Тепловая защита системы охлаждения и взбивания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность за цикл: 0,8 кг / 1,2 л</li>
<li>Скорость вращения лопастей: 24 об./мин.</li>
<li>Объем мерного стакана: 0,025 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,11 кВт</li>
<li>Эквивалент СО2: 0,075 кг</li>
<li>Габариты: 250x350x270 мм</li>
<li>Габариты в упаковке: 490x370x330 мм</li>
<li>Вес с упаковкой: 10,5 кг</li>
</ul>",180947,,,,8.8 кг,,0,https://entero.ru/manuals/210536/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nemox%20i-Green%20Gelato%20Talent%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/210518/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20ICEGREEN.pdf;https://entero.ru/manuals/210519/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Nemox%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,белый,компрессорный,,1.5 л,800 г,20-25 мин.,,,нержавеющая сталь,прозрачный
https://cdn.entero.ru/mp@2x/a5/ea/a5eaacb13dafae625a9b1ec0d0358c94.jpg;https://cdn.entero.ru/mp@2x/cb/34/cb34b668bd68c5c8ce76776694888de0.jpg;https://cdn.entero.ru/mp@2x/a9/0c/a90c7fe8ecd659e60f76dc4a0410e1de.jpg;https://cdn.entero.ru/mp@2x/55/0b/550b944f84e2bf68c60e7070f6b014ba.jpg;https://cdn.entero.ru/mp@2x/ee/28/ee2809fc1fa198788f4c6c83823f0598.jpg;https://cdn.entero.ru/mp@2x/2f/2d/2f2d5155fb432154082f1fe4367de4e3.jpg,Мороженица Graef IM 706,IM706EU,56266,RUB,Да,,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/374789,"<p>Мороженица <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374789"">Graef IM 706</a></b> используется в частных домах и квартирах для приготовления мороженого, йогурта, сорбета и замороженного йогурта. Модель оснащена сенсорным дисплеем с настройками, прозрачной крышкой с отверстием для пополнения и съемным контейнером. Функция поддержания охлаждения гарантирует сохранность продукта. Корпус и контейнер выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 варианта настройка консистенции мороженого</li>
<li>Программа «Йогурт»</li>
<li>Таймер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 230 В</li>
<li>Мощность: 0,18 кВт</li>
</ul>",374789,365 мм,315 мм,272 мм,12.6 кг,Китай,0,https://entero.ru/manuals/506361/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20IM%20706.pdf,,,Германия,,черный,компрессорный,,2 л,,,,,,черный
https://cdn.entero.ru/mp@2x/dc/61/dc61907ce2104d2494793128554605d0.jpg;https://cdn.entero.ru/mp@2x/2d/37/2d371d56a444154256f9e878e9dac317.jpg;https://cdn.entero.ru/mp@2x/8a/d1/8ad100ee8482b106978a90db5b564873.jpg;https://cdn.entero.ru/mp@2x/07/2b/072bdcb19133a7cd4203aa5323ad6e70.jpg;https://cdn.entero.ru/mp@2x/05/af/05afc2ccd39e488bec90a2e2fbeefd33.jpg;https://cdn.entero.ru/mp@2x/42/b4/42b480c00c593042f9959b454dde7389.jpg;https://cdn.entero.ru/mp@2x/1a/d5/1ad5a55081cde251ef21db6bcb5050ab.jpg;https://cdn.entero.ru/mp@2x/1f/fe/1ffe02ed8d4941e901e781707c150600.jpg;https://cdn.entero.ru/mp@2x/39/b4/39b4bf8ae117f9eeafd04f93af68e086.jpg;https://cdn.entero.ru/mp@2x/ce/48/ce48324664cff6c62ab799266372766c.jpg,Фризер для мороженого Nemox i-Green Gelatissimo Exclusive белая,003A610250 / GELATISSIMO Exclusive. i-green,62500,RUB,Да,Nemox,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/180996,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/180996""><b class=""b"">Nemox i-Green Gelatissimo Exclusive</b></a> используется в частных домах и квартирах для приготовления мороженого, сорбета, замороженного йогурта и других холодных десертов. Модель оснащена индукционным двигателем с термомтатом и системой прямого привода, фиксированной и съемной емкостями и 2 лопастями для смешивания. Корпус выполнен из ABS-пластика, не содержащего бисфенол А, панель управления - из нержавеющей стали с хромированными кнопками, емкости - из нержавеющей стали AISI 304, лопасти - из пластика.</p>

<p>В комплект поставки входит лопатка, мерный стаканчик и сборник рецептов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология ICEGREEN для защиты окружающей среды:
<ul>
<li>Хладагент R290 - природный, экологичный, эффективный газ</li>
<li>Снижение воздействия на выбросы на 99,95%</li>
<li>Использование меньшего количества газа с более низким давлением</li>
<li>Снижение потребления электроэнергии</li>
<li>Использование материалов, подлежащих вторичной переработке и имеющих низкий уровень воздействия на окружающую среду</li>
</ul>
</li>
<li>Воздушное охлаждение</li>
<li>Ручное управление</li>
<li>Тепловая защита системы охлаждения и взбивания</li>
<li>Съемную емкость, лопасти и аксессуары можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность за цикл: 1 кг / 1,5 л</li>
<li>Скорость вращения лопастей: 30 об./мин.</li>
<li>Объем мерного стакана: 0,025 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,14 кВт</li>
<li>Эквивалент СО2: 0,09 кг</li>
<li>Габариты: 270x380x220 мм</li>
<li>Габариты в упаковке: 490x370x330 мм</li>
<li>Вес с упаковкой: 12,5 кг</li>
</ul>",180996,,,,10.9 кг,,0,https://entero.ru/manuals/210584/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nemox%20i-Green%20Gelatissimo%20Exclusive%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/210580/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20ICEGREEN.pdf;https://entero.ru/manuals/210581/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Nemox%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,65104,,,,белый,компрессорный,,1.7 л,1000 г,15-20 мин.,,,нержавеющая сталь,прозрачный
https://cdn.entero.ru/mp@2x/1f/ba/1fbaf51015df6d8836ba7fc8527464a4.jpg;https://cdn.entero.ru/mp@2x/5b/69/5b699f1a3f197b46bc4176121a6eb467.jpg;https://cdn.entero.ru/mp@2x/c5/85/c58575a8f52c0b19bcb8dab279313224.jpg;https://cdn.entero.ru/mp@2x/e3/35/e335afd51c83ea186ffa33f1e5da4e35.jpg;https://cdn.entero.ru/mp@2x/3a/15/3a155be8a18071a182c48c990ba3d71e.jpg,Фризер для мороженого Nemox i-Green Gelato NXT1 L'Automatica черная,серия I-green 003A600990,80000,RUB,Да,Nemox,Бытовая техника,Техника для кухни,Мороженицы,https://entero.ru/item/131751,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131751""><b class=""b"">Nemox Gelato NXT1 L'AUTOMATICA</b></a> серии I-green используется в частных домах и квартирах для приготовления мороженого, сорбета, гранита и других холодных десертов. Модель оснащена мощным электрическим асинхронным двигателем с системой прямого привода. Корпус выполнен из ABS-пластика, емкость - из нержавеющей стали.</p>

<p>В комплект поставки входит лопатка, мерный стаканчик и сборник рецептов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение</li>
<li>Сенсорный дисплей</li>
<li>Светозвуковая система оповещения</li>
<li>Автоматическое переключение на режим хранения после приготовления</li>
<li>Тепловая защита систем охлаждения и взбивания</li>
<li>Высокопроизводительный компрессор</li>
<li>Хладагент: R290</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность за цикл: 1,5 л</li>
<li>Время хранения: 8 ч</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,15 кВт</li>
<li>Габариты: 270x380x220 мм</li>
<li>Габариты в упаковке: 360x500x320 см</li>
<li>Вес с упаковкой: 14,5 кг</li>
</ul>",131751,,,,12.5 кг,,0,https://entero.ru/manuals/148714/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nemox%20Gelato%20NXT1%20L.pdf,,,,1.5 кг/час,черный,компрессорный,,1.7 л,1000 г,20-30 мин.,,32 об/мин.,нержавеющая сталь,прозрачный
